id_client;age;sexe;situation_familiale;statut_logement;revenu;flag_tel;flag_email;nb_credits_total;mt_credits_total;nb_credits_actuel;mt_credits_actuel;mt_echeances_actuel;duree_remboursement_actuel;mt_premier_credit;anc_premier_credit;canal_premier_credit;mt_dernier_credit;anc_dernier_credit;canal_dernier_credit
ID_015480505758;32;F;Célibataire;;;1;0;3;2933;2;2043;479.03;4;666.67;1402;Partenaire;533.33;349;Mailing
ID_015495159296;44;M;Célibataire;Propriétaire;1933.33;1;0;1;1467;1;1517;0.00;2;1466.67;259;Partenaire;1466.67;259;Partenaire
ID_015496885989;41;M;Célibataire;Locataire;2800.00;1;0;6;13400;2;4428;326.19;2;800.00;5477;Partenaire;2800.00;538;Mailing
ID_015497804127;43;F;Célibataire;;;1;0;5;9587;2;2318;186.76;4;2520.00;2659;Partenaire;2000.00;130;Mailing
ID_015500754075;32;M;Célibataire;;2266.67;1;0;3;3467;1;1459;74.94;2;666.67;1026;Partenaire;1333.33;28;Partenaire
ID_015508117126;53;M;Marié;Locataire;1733.33;1;0;19;15600;3;3055;3684.38;3;800.00;4854;Partenaire;800.00;196;Partenaire
ID_015509001197;45;F;Célibataire;Locataire;1799.06;1;0;8;7733;1;733;4077.72;3;933.33;3241;Partenaire;800.00;397;Partenaire
ID_015514960502;51;F;Célibataire;Propriétaire;2200.00;1;0;4;10800;2;4083;1483.33;1;3333.33;2770;Partenaire;1333.33;89;Agence
ID_015525062705;49;M;Célibataire;Locataire;1066.67;1;0;12;17333;4;6642;3044.38;5;4000.00;1851;Partenaire;1333.33;62;Partenaire
ID_015544255519;26;F;Union libre;Locataire;1800.00;1;0;4;5093;1;3469;200.31;5;693.33;2244;Partenaire;3333.33;256;Agence
ID_015546580365;26;M;Union libre;Propriétaire;3333.33;1;0;3;4267;1;667;555.69;5;2000.00;1147;Partenaire;666.67;287;Partenaire
ID_015561801985;20;M;Célibataire;;;1;0;1;2667;1;1010;146.67;0;2666.67;606;Partenaire;2666.67;606;Partenaire
ID_015570373198;58;F;Marié;Propriétaire;5600.00;1;0;3;7200;2;2108;362.90;1;2533.33;1286;Agence;2666.67;553;Partenaire
ID_015573786128;41;M;Célibataire;Propriétaire;2933.33;1;0;6;14933;1;4339;300.13;3;1600.00;4322;Partenaire;5333.33;851;Agence
ID_015585539387;31;M;Marié;Propriétaire;2400.00;1;0;3;3720;2;1732;84.53;1;759.73;1495;Partenaire;1400.00;60;Partenaire
ID_015587195728;26;F;Célibataire;Locataire;1266.67;0;0;4;8133;2;3495;602.79;3;666.67;1393;Partenaire;800.00;209;Partenaire
ID_015607303996;48;M;Célibataire;Locataire;1461.33;0;0;5;17902;1;4577;1534.05;2;6968.67;;Partenaire;5333.33;291;Mailing
ID_015611558127;38;M;Marié;Locataire;1693.33;1;0;4;3467;1;396;2879.19;2;1333.33;2541;Partenaire;400.00;396;Partenaire
ID_015614354071;47;M;Marié;;;1;0;3;6053;1;2568;69.20;0;2053.33;2399;Partenaire;1333.33;19;Mailing
ID_015617653637;40;F;Célibataire;;;1;0;6;8800;3;4724;3851.49;5;666.67;1480;Agence;1333.33;60;Mailing
ID_015617738821;56;F;Célibataire;Locataire;1066.67;1;0;5;11067;2;418;322.49;0;2666.67;3121;Partenaire;2000.00;426;Partenaire
ID_015640485514;48;M;Célibataire;Locataire;1493.33;1;0;6;8267;2;3781;120.64;7;533.33;3885;Partenaire;800.00;875;Partenaire
ID_015646678266;40;F;Marié;;;1;0;7;17600;4;6955;497.44;5;1333.33;2250;Partenaire;2000.00;41;Mailing
ID_015647912326;52;M;Célibataire;;;1;0;7;8906;2;3489;2325.37;2;1333.20;1673;Partenaire;1333.33;60;Mailing
ID_015648560207;32;F;Divorcé;Locataire;1763.07;1;0;2;4667;0;0;0.00;0;4000.00;1890;Partenaire;666.67;18;Agence
ID_015654273649;42;F;Célibataire;Locataire;1946.67;1;0;12;23867;1;3440;4356.88;3;666.67;4130;Partenaire;3200.00;59;Agence
ID_015662201450;39;F;Célibataire;;;1;0;7;5460;2;922;570.72;1;533.33;4573;Partenaire;666.67;358;Agence
ID_015662798096;42;F;Marié;Locataire;1666.67;1;0;7;9200;2;2880;4878.99;4;2000.00;1166;Partenaire;2000.00;137;Partenaire
ID_015664205443;55;M;Marié;Propriétaire;2173.33;1;0;9;19399;1;5679;334.53;4;400.00;6912;Partenaire;6666.67;891;Agence
ID_015673343868;50;M;Célibataire;;;1;0;7;20667;4;6549;3192.23;2;4000.00;4617;Partenaire;1333.33;41;Mailing
ID_015686977869;47;M;Célibataire;Propriétaire;1066.67;1;0;3;11200;2;4411;452.93;1;5333.33;1334;Partenaire;400.00;313;Partenaire
ID_015691454101;36;F;Divorcé;Locataire;1861.47;1;0;11;22267;1;5826;2213.72;5;666.67;4311;Partenaire;5333.33;68;Agence
ID_015699323212;42;F;Célibataire;;;1;0;5;10667;3;4567;170.13;3;2000.00;6656;Partenaire;1333.33;52;Mailing
ID_015701984268;46;M;Marié;Propriétaire;2933.33;1;0;1;1333;1;1215;42.80;3;1333.33;396;Partenaire;1333.33;396;Partenaire
ID_015706455286;37;F;Marié;;;1;0;11;18400;3;3575;166.27;4;666.67;6522;Partenaire;1600.00;703;Mailing
ID_015708240873;53;F;Célibataire;;;1;0;6;11600;1;1814;211.85;1;1600.00;5540;Partenaire;4000.00;1208;Mailing
ID_015712118240;41;M;Marié;Propriétaire;2173.33;1;0;4;6153;1;1152;11.33;6;666.67;2946;Partenaire;1066.67;34;Agence
ID_015719239910;59;F;Célibataire;;;1;0;11;24400;2;2522;858.80;1;1333.33;6066;Partenaire;1333.33;21;Mailing
ID_015724965906;57;F;Célibataire;Locataire;1066.67;1;0;2;2667;1;1377;155.63;2;1333.33;1483;Agence;1333.33;153;Mailing
ID_015726344561;33;F;Célibataire;;;1;0;1;1333;1;374;53.20;0;1333.07;972;Partenaire;1333.07;972;Partenaire
ID_015747050829;53;M;Divorcé;Propriétaire;3333.33;1;0;4;6933;1;5485;0.00;5;400.00;6513;Partenaire;5333.33;83;Mailing
ID_015753982675;55;F;Célibataire;;;0;0;5;9467;1;1038;71.77;1;1200.00;6877;Partenaire;3333.33;28;Mailing
ID_015758989462;40;F;Célibataire;;;1;0;3;10000;1;5080;244.40;4;3333.33;853;Mailing;1333.33;17;Mailing
ID_015760074796;56;F;Marié;;;1;0;18;21733;6;7490;275.19;5;533.33;6552;Partenaire;2666.67;62;Mailing
ID_015761322655;58;F;Marié;Locataire;2266.67;1;0;2;2028;1;1267;149.92;0;694.40;1617;Partenaire;1333.33;138;Partenaire
ID_015764454486;57;M;Divorcé;Locataire;1645.33;1;0;3;5733;2;4254;145.07;5;1333.33;724;Agence;2266.67;364;Agence
ID_015770140745;38;F;Marié;Locataire;1115.73;1;0;4;2933;1;1206;138.60;0;666.67;2216;Partenaire;1333.33;323;Partenaire
ID_015783750337;49;M;Marié;Locataire;1106.67;0;0;1;5333;1;5605;0.00;;5333.33;73;Partenaire;5333.33;73;Partenaire
ID_015783917231;39;F;Célibataire;;;1;0;2;2800;1;892;51.20;1;1200.00;5974;Partenaire;1600.00;954;Partenaire
ID_015799207940;46;F;Célibataire;;;1;0;3;6667;3;5295;204.67;2;1333.33;944;Agence;1333.33;341;Mailing
ID_015800206388;58;F;Célibataire;Locataire;1702.53;1;0;3;7733;1;4143;626.91;5;1066.67;1407;Partenaire;4000.00;130;Mailing
ID_015811016661;41;M;Marié;;;1;0;1;6667;1;1654;209.60;0;6666.67;1249;Partenaire;6666.67;1249;Partenaire
ID_015813456556;59;F;Célibataire;;;1;0;9;17893;3;4295;171.60;2;426.67;7408;Partenaire;3333.33;45;Mailing
ID_015819617902;42;F;Marié;;;1;0;5;16800;1;3708;5072.81;4;3333.33;1809;Partenaire;4000.00;306;Mailing
ID_015819620517;52;M;Célibataire;;;0;0;3;2267;2;1732;26.53;3;800.00;181;Partenaire;666.67;5;Mailing
ID_015822060809;38;F;Célibataire;Locataire;1346.67;1;0;6;12315;2;2199;434.01;0;2000.00;4422;Partenaire;4000.00;494;Partenaire
ID_015833945611;44;M;Célibataire;;;1;0;2;4067;1;1616;86.13;1;733.33;5320;Partenaire;3333.33;1585;Partenaire
ID_015842918205;55;M;Célibataire;;;1;0;3;5200;1;994;240.25;2;533.33;956;Partenaire;3333.33;7;Mailing
ID_015847610237;35;M;Célibataire;;;1;0;7;6667;2;884;237.21;0;800.00;3416;Partenaire;1333.33;340;Mailing
ID_015850742937;43;F;Célibataire;;;1;0;17;19333;3;5327;3342.76;5;2000.00;6839;Partenaire;666.67;49;Mailing
ID_015873361284;49;F;Divorcé;Locataire;2133.33;1;0;5;8933;1;4955;137.87;0;666.67;6447;Partenaire;5333.33;423;Partenaire
ID_015881705750;44;F;Célibataire;Propriétaire;3093.33;1;0;5;9467;2;3627;144.93;3;2666.67;7289;Partenaire;2666.67;489;Agence
ID_015896938608;53;M;Marié;Locataire;1466.67;1;0;5;12467;1;3183;74.94;0;3933.33;2292;Partenaire;2933.33;411;Partenaire
ID_015898363584;39;M;Marié;;;1;0;4;13333;2;4115;1976.98;5;5333.33;1011;Partenaire;4000.00;54;Mailing
ID_015898492343;37;M;Célibataire;Locataire;2000.00;1;0;3;3467;1;694;1032.87;0;800.00;1453;Partenaire;1333.33;396;Partenaire
ID_015903106936;28;F;Célibataire;Locataire;1986.67;1;0;3;2133;1;506;179.32;3;800.00;1619;Partenaire;893.07;258;Partenaire
ID_015921924337;51;M;Célibataire;Propriétaire;2533.33;1;0;4;4800;3;3274;226.35;3;933.33;1169;Partenaire;1200.00;278;Partenaire
ID_015923031099;44;F;Célibataire;;;1;0;4;8333;2;4458;150.41;3;2332.67;2340;Partenaire;3333.33;122;Mailing
ID_015923253084;46;M;Célibataire;;;1;0;3;5600;1;2779;141.53;4;1200.00;1740;Partenaire;3066.67;717;Mailing
ID_015927679634;55;M;Célibataire;Locataire;840.00;1;0;6;11067;1;5069;4381.37;2;533.33;2093;Partenaire;5333.33;658;Partenaire
ID_015937263270;48;M;Célibataire;;;1;0;4;7255;2;1192;172.43;0;532.67;6314;Partenaire;2933.33;1203;Mailing
ID_015938990417;43;M;Célibataire;Locataire;3733.33;1;0;1;832;1;849;81.49;0;831.60;119;Partenaire;831.60;119;Partenaire
ID_015942449644;49;F;Célibataire;Locataire;1200.00;1;0;4;10000;2;5291;221.44;3;1333.33;2118;Partenaire;1333.33;18;Mailing
ID_015951678708;35;M;Célibataire;;;1;0;3;7333;1;1508;6044.78;4;2666.67;1245;Partenaire;3333.33;84;Partenaire
ID_015954932113;30;F;Célibataire;;;1;0;5;8409;2;1750;2751.38;0;2559.20;1749;Partenaire;1333.33;334;Mailing
ID_015960822753;39;F;Célibataire;;;1;0;10;10467;3;2401;4310.83;4;266.67;5746;Partenaire;1066.67;62;Mailing
ID_015960842620;44;M;Célibataire;;;1;0;16;13600;6;3904;2751.29;1;666.67;1561;Partenaire;1333.33;66;Mailing
ID_015969624222;54;F;Union libre;Locataire;1200.00;1;0;9;15200;5;4878;255.77;3;1066.67;3071;Partenaire;1333.33;54;Mailing
ID_015975995234;36;F;Divorcé;Propriétaire;1933.33;1;0;4;6987;2;3898;69.52;5;1331.28;;Partenaire;3200.00;214;Mailing
ID_015994532513;43;M;Célibataire;;;1;0;7;7733;2;2235;69.74;4;2000.00;7171;Partenaire;1333.33;133;Mailing
ID_016004560909;47;M;Célibataire;Locataire;1266.67;1;0;5;9177;2;4424;429.60;3;1843.47;895;Partenaire;1333.33;28;Mailing
ID_016016035688;49;M;Célibataire;;;1;0;18;34282;2;4243;8285.16;3;1200.00;3812;Partenaire;1333.33;48;Mailing
ID_016019698435;55;M;Union libre;Locataire;1424.53;1;0;9;16933;1;2799;214.63;4;2000.00;7314;Partenaire;2666.67;249;Agence
ID_016030669102;57;M;Marié;;;1;0;4;6119;3;4942;126.80;5;252.23;;Partenaire;1333.33;60;Mailing
ID_016032402090;32;M;Célibataire;;;1;0;6;7999;1;1739;101.68;3;1200.00;3873;Partenaire;2000.00;725;Mailing
ID_016033986629;40;M;Célibataire;;;1;0;4;6200;2;2357;0.00;3;1333.33;1579;Partenaire;1333.33;48;Mailing
ID_016035215545;33;F;Célibataire;;;1;0;3;3333;2;2724;88.04;1;666.67;536;Partenaire;1333.33;53;Mailing
ID_016037782599;39;M;Célibataire;Locataire;2266.67;1;0;8;7600;1;1433;3158.41;2;1333.33;1832;Partenaire;1333.33;105;Partenaire
ID_016038923780;45;M;Divorcé;Propriétaire;1146.67;0;0;1;4000;1;4413;0.00;4;4000.00;89;Partenaire;4000.00;89;Partenaire
ID_016048324206;46;F;Célibataire;Locataire;1866.67;1;0;5;5200;1;755;2693.33;3;666.67;2988;Partenaire;666.67;102;Partenaire
ID_016050232038;27;M;Union libre;Locataire;2066.67;1;0;5;7867;2;3262;237.38;2;666.67;2993;Partenaire;4000.00;579;Agence
ID_016058392953;43;M;;;;1;0;4;16800;1;5178;169.87;3;1333.33;2740;Partenaire;6666.67;1043;Partenaire
ID_016073489446;40;M;Célibataire;Locataire;2012.80;1;0;14;26333;2;5584;5487.39;4;600.00;;Partenaire;2666.67;130;Agence
ID_016074845926;54;M;Célibataire;;;1;0;5;8000;2;1957;192.69;2;1333.33;3800;Partenaire;933.33;879;Mailing
ID_016083775438;49;M;Union libre;Locataire;2333.33;1;0;6;34859;1;6021;434.40;4;2666.67;7332;Partenaire;6666.67;756;Agence
ID_016089272222;35;F;Divorcé;Locataire;1680.00;1;0;1;4000;1;3302;157.20;2;4000.00;398;Partenaire;4000.00;398;Partenaire
ID_016092465278;43;M;Célibataire;;;1;0;4;7267;2;1982;690.80;2;3600.00;1035;Partenaire;1333.33;21;Mailing
ID_016099868981;48;F;Célibataire;Locataire;1893.33;1;0;2;5333;1;2724;284.72;0;2666.67;503;Partenaire;2666.67;125;Agence
ID_016110095218;44;F;Divorcé;Propriétaire;3066.67;1;0;2;8667;1;2945;1471.80;2;5333.33;1897;Partenaire;3333.33;354;Partenaire
ID_016118789722;39;M;Marié;Propriétaire;2600.00;1;1;2;5333;2;5518;103.87;3;2666.67;221;Partenaire;2666.67;144;Agence
ID_016123296486;45;M;Célibataire;;;1;0;8;7200;3;3699;83.60;5;266.67;5877;Partenaire;3333.33;55;Mailing
ID_016127400463;37;M;Union libre;Locataire;1866.67;1;0;5;6980;2;2765;1951.16;5;1733.33;2713;Partenaire;2000.00;742;Partenaire
ID_016131698506;52;F;Célibataire;;;1;0;7;13331;4;5755;268.63;3;1333.33;2817;Partenaire;1333.33;56;Mailing
ID_016134690942;47;M;Célibataire;;;1;0;5;7867;3;4065;2058.44;3;800.00;5239;Partenaire;1333.33;55;Mailing
ID_016138614421;50;M;Célibataire;;;1;0;8;15200;4;6716;260.99;5;1333.33;2875;Partenaire;2666.67;66;Mailing
ID_016142237344;52;F;Célibataire;Locataire;1866.67;1;0;3;2453;1;692;245.27;0;452.67;1130;Partenaire;1333.33;544;Mailing
ID_016164037593;49;M;Marié;Propriétaire;1866.67;1;0;3;16000;1;5373;10746.67;3;5333.33;744;Partenaire;5333.33;131;Partenaire
ID_016165553412;29;F;Célibataire;Locataire;2133.33;1;0;4;8200;1;4162;181.33;1;666.67;1294;Partenaire;4066.67;59;Mailing
ID_016194462072;46;F;Célibataire;;;1;0;6;18005;3;5757;390.43;5;1872.00;2737;Partenaire;1333.33;48;Mailing
ID_016195621369;29;F;Célibataire;Propriétaire;2333.33;1;0;5;5067;2;3216;91.33;3;800.00;3784;Partenaire;1333.33;138;Mailing
ID_016197185160;34;M;Célibataire;Locataire;1933.33;1;0;3;5392;2;3039;165.87;2;1333.33;1260;Partenaire;725.73;515;Partenaire
ID_016220427921;58;M;Célibataire;;;0;0;5;5333;4;3253;161.60;2;1333.33;1837;Partenaire;1333.33;349;Mailing
ID_016227104227;59;F;Célibataire;;;1;0;9;12175;5;5711;354.14;5;2108.53;2667;Partenaire;1333.33;48;Mailing
ID_016243919194;30;F;Divorcé;Locataire;1466.67;1;0;1;1707;1;324;173.33;0;1706.67;497;Partenaire;1706.67;497;Partenaire
ID_016252292783;59;M;Marié;Locataire;1733.33;1;0;6;24267;1;1324;121.63;4;800.00;5698;Partenaire;1600.00;255;Partenaire
ID_016266600715;48;F;Marié;Propriétaire;1866.67;1;0;3;4933;1;492;723.34;1;1333.33;1810;Agence;1333.33;280;Agence
ID_016268369758;40;M;Marié;Locataire;2066.67;1;0;3;11440;1;5071;5885.01;3;1440.00;;Partenaire;4666.67;56;Partenaire
ID_016277060241;58;F;Célibataire;;;1;0;5;10667;2;1057;203.32;1;2666.67;3974;Partenaire;1333.33;530;Mailing
ID_016277615433;52;F;;;;1;0;11;16533;2;4987;656.00;2;2666.67;4080;Partenaire;2666.67;87;Partenaire
ID_016286027252;46;M;Célibataire;;;0;0;3;7333;2;5783;173.87;5;2000.00;264;Partenaire;1333.33;53;Mailing
ID_016288447289;41;M;Célibataire;Locataire;2000.00;1;0;5;11333;1;2399;2721.16;2;1333.33;3744;Partenaire;2666.67;306;Partenaire
ID_016294776172;59;F;Célibataire;Locataire;1200.00;1;0;7;14533;1;977;37.16;3;2666.67;4392;Partenaire;933.33;216;Partenaire
ID_016295801527;46;F;Célibataire;;;1;0;4;8533;3;5809;255.13;4;1066.67;1482;Agence;2666.67;328;Mailing
ID_016296996190;46;M;Marié;Locataire;3600.00;1;0;14;31522;1;4901;3285.11;6;1309.93;;Partenaire;4266.67;182;Agence
ID_016302814558;46;F;Célibataire;;;1;0;5;10467;2;3427;3103.25;5;1333.33;2323;Mailing;1333.33;25;Mailing
ID_016305183434;57;M;Célibataire;;;1;0;4;20873;3;4923;234.14;2;13940.00;;Partenaire;1333.33;161;Mailing
ID_016306163687;31;F;Union libre;Locataire;1333.33;0;1;1;4000;1;4084;400.00;0;4000.00;115;Partenaire;4000.00;115;Partenaire
ID_016311298070;43;F;Célibataire;;;1;0;6;13067;2;3040;3565.82;3;2666.67;2124;Partenaire;1333.33;49;Mailing
ID_016312580362;44;F;Célibataire;;;1;0;2;4000;2;3822;111.26;5;2666.67;572;Agence;1333.33;116;Mailing
ID_016312768267;44;M;Célibataire;;;1;0;4;2733;1;869;32.40;2;200.00;7058;Partenaire;1333.33;1260;Mailing
ID_016319555375;53;M;Célibataire;;;1;0;7;12533;3;3967;173.87;3;2000.00;4567;Partenaire;1333.33;19;Mailing
ID_016319880161;35;F;Célibataire;Locataire;1600.00;0;0;1;4000;1;3932;133.33;3;4000.00;297;Partenaire;4000.00;297;Partenaire
ID_016321860223;54;M;Divorcé;Locataire;1800.00;1;0;4;8000;4;5492;314.80;2;1333.33;971;Agence;2666.67;292;Agence
ID_016327787345;37;M;Marié;Locataire;2400.00;1;0;8;9299;2;2539;399.47;0;2666.67;4080;Partenaire;1526.80;119;Partenaire
ID_016330649371;40;F;Célibataire;;;1;0;4;5467;2;4158;1058.36;2;666.67;528;Partenaire;1333.33;55;Mailing
ID_016332326501;40;M;Célibataire;;2133.33;1;0;8;12320;1;5980;60.32;4;453.33;6502;Partenaire;5333.33;129;Agence
ID_016337295775;25;F;Célibataire;;;1;0;4;6133;3;3917;119.20;3;1733.33;1746;Partenaire;1333.33;49;Mailing
ID_016353076394;47;F;Célibataire;Locataire;1146.67;1;0;5;6000;1;2040;215.68;1;666.67;1735;Partenaire;2000.00;102;Partenaire
ID_016395282960;54;F;Célibataire;;;1;0;7;12667;2;4030;1798.34;6;1333.33;1827;Partenaire;1333.33;41;Mailing
ID_016399625888;28;M;Célibataire;;1733.33;1;0;4;4254;1;850;453.98;1;1753.47;2086;Partenaire;773.20;66;Partenaire
ID_016414702659;57;F;Célibataire;;;1;0;9;11733;6;5583;195.47;3;1333.33;2091;Partenaire;1333.33;54;Mailing
ID_016419876821;53;F;Célibataire;;;1;0;5;8073;2;4130;173.20;4;873.20;1672;Partenaire;1333.33;18;Mailing
ID_016431172462;58;M;Célibataire;;;1;0;7;12800;5;5944;309.80;4;1333.33;2150;Partenaire;1333.33;41;Mailing
ID_016453696247;58;F;Célibataire;;;1;0;8;25369;2;4449;148.10;4;746.67;;Partenaire;3333.33;40;Mailing
ID_016453837380;53;M;Célibataire;;;1;0;3;8765;2;5731;208.62;5;2764.80;2503;Partenaire;3333.33;179;Mailing
ID_016455594236;59;F;Célibataire;;;1;0;2;1867;1;747;61.27;1;533.33;1633;Partenaire;1333.33;776;Mailing
ID_016457977990;37;M;Célibataire;;;1;0;17;16800;3;3962;131.47;3;266.67;6860;Partenaire;1333.33;61;Mailing
ID_016475930984;53;M;Célibataire;Locataire;1200.00;1;0;6;14800;1;1841;163.60;2;666.67;6530;Partenaire;3333.33;19;Mailing
ID_016487836212;32;F;Marié;;;1;0;9;18988;2;5625;369.20;5;533.33;2154;Partenaire;2666.67;62;Mailing
ID_016495955960;44;M;Marié;Propriétaire;1238.13;1;0;9;15867;1;5373;27.27;2;666.67;4867;Partenaire;5333.33;48;Partenaire
ID_016501557680;40;M;Union libre;Locataire;2880.00;1;0;2;2933;1;1869;89.20;2;933.33;1776;Partenaire;2000.00;406;Agence
ID_016504208390;54;M;Célibataire;Locataire;1400.00;1;0;5;9867;1;2148;132.13;3;1866.67;4878;Partenaire;2666.67;1049;Mailing
ID_016519740710;47;F;Célibataire;Propriétaire;3066.67;1;0;4;10667;2;4734;3280.58;1;3333.33;1026;Partenaire;2000.00;109;Agence
ID_016525324786;56;M;Célibataire;;;1;0;2;7733;2;5368;239.07;2;5333.33;994;Partenaire;2400.00;346;Mailing
ID_016533267473;47;F;Marié;Propriétaire;2666.67;1;0;4;7533;1;1167;708.85;0;1333.33;1290;Partenaire;1666.67;445;Partenaire
ID_016538263537;51;M;Marié;Propriétaire;1346.67;1;0;4;3719;1;1994;105.87;5;519.03;;Partenaire;2000.00;418;Agence
ID_016547162267;32;F;Célibataire;;;1;0;3;2667;1;707;108.03;2;666.67;1451;Partenaire;1333.33;21;Mailing
ID_016551533747;48;F;Célibataire;;;1;0;4;5600;2;3302;2279.13;5;1333.33;819;Partenaire;2000.00;54;Mailing
ID_016556226014;50;F;Célibataire;;;1;0;4;5467;1;2742;18.02;3;666.67;6845;Partenaire;2666.67;48;Mailing
ID_016563219933;41;F;Célibataire;;;1;0;7;18400;2;6519;5054.31;5;400.00;6507;Partenaire;1333.33;61;Mailing
ID_016564992984;27;M;Célibataire;Propriétaire;2200.00;1;0;4;6152;2;2350;85.62;2;2245.73;2828;Partenaire;706.40;364;Partenaire
ID_016584560888;44;M;Marié;;;1;0;2;6000;1;759;766.50;0;2000.00;1256;Partenaire;4000.00;782;Agence
ID_016600599952;40;M;Union libre;Propriétaire;2000.00;1;0;4;7200;2;4746;299.28;2;533.33;1330;Partenaire;4000.00;202;Partenaire
ID_016600981422;28;M;Union libre;Locataire;2666.67;1;0;1;5333;1;1621;269.60;0;5333.33;503;Partenaire;5333.33;503;Partenaire
ID_016605833816;39;M;Marié;;;1;0;1;1600;1;507;40.40;1;1599.87;1815;Partenaire;1599.87;1815;Partenaire
ID_016616509583;49;M;Marié;Propriétaire;2666.67;1;0;6;9400;1;1849;6128.05;5;200.00;6783;Partenaire;2000.00;546;Partenaire
ID_016621716907;46;M;Célibataire;;;1;0;6;14800;3;2741;343.60;0;2000.00;2120;Partenaire;2666.67;320;Mailing
ID_016630145593;38;M;Union libre;Locataire;1733.33;1;0;2;4453;1;2586;122.27;5;1853.33;1164;Partenaire;2600.00;367;Mailing
ID_016638716137;51;M;Union libre;Locataire;2280.00;0;1;1;5333;1;5920;0.00;6;5333.33;104;Partenaire;5333.33;104;Partenaire
ID_016641514601;39;F;Célibataire;;;1;0;5;12000;2;5775;1430.87;5;666.67;2609;Partenaire;1333.33;62;Mailing
ID_016645887992;50;M;Célibataire;;;1;0;9;12933;3;2465;269.53;2;1600.00;4094;Partenaire;1333.33;138;Mailing
ID_016650671744;32;M;Célibataire;;;1;0;4;6000;3;3224;195.47;3;2666.67;1711;Agence;1333.33;49;Mailing
ID_016650840778;54;M;Célibataire;Locataire;1253.33;1;0;3;9867;2;5267;506.20;2;4000.00;1792;Partenaire;2266.67;210;Partenaire
ID_016652168768;36;M;Marié;Propriétaire;2800.00;1;0;3;2267;1;1489;581.69;4;533.33;1313;Partenaire;1333.33;109;Partenaire
ID_016655298892;56;F;Célibataire;;;0;0;3;6533;2;3318;206.80;4;2000.00;2308;Mailing;1200.00;599;Agence
ID_016656090647;50;M;Divorcé;Propriétaire;2266.67;1;0;4;5600;1;1529;1800.73;2;2000.00;1916;Partenaire;1333.33;175;Agence
ID_016672977665;45;F;Célibataire;Locataire;1760.00;1;0;6;6533;2;1737;184.52;4;533.33;4223;Partenaire;1333.33;435;Agence
ID_016675294710;49;M;Célibataire;;;0;0;3;8667;2;6554;212.15;4;2000.00;1629;Partenaire;1333.33;34;Mailing
ID_016676664069;57;M;Célibataire;;;1;0;7;10200;3;2799;202.13;2;2133.33;1729;Partenaire;1333.33;19;Mailing
ID_016676920345;57;F;Célibataire;Locataire;16533.33;1;0;10;12400;1;4618;3077.01;5;400.00;6579;Partenaire;4533.33;52;Mailing
ID_016700632886;46;F;Célibataire;;;1;0;4;6133;1;3137;170.13;0;400.00;3296;Partenaire;3333.33;335;Mailing
ID_016707846467;44;F;Divorcé;Locataire;1593.33;1;0;6;8760;1;1979;189.48;5;266.67;6730;Partenaire;2000.00;431;Partenaire
ID_016732042705;46;F;Marié;Locataire;1509.20;1;1;1;5333;1;5807;170.67;0;5333.33;173;Partenaire;5333.33;173;Partenaire
ID_016734386679;25;F;;Locataire;1573.33;1;0;1;4000;1;4040;0.00;2;4000.00;81;Partenaire;4000.00;81;Partenaire
ID_016740565827;56;M;Célibataire;;;1;0;5;5867;2;3685;122.12;5;400.00;2876;Partenaire;2000.00;153;Mailing
ID_016743404241;57;M;Divorcé;Locataire;2000.00;1;0;6;6133;2;2123;131.60;2;533.33;4392;Partenaire;1333.33;431;Agence
ID_016752054859;57;M;Marié;Propriétaire;2933.33;1;0;1;2053;1;2128;106.40;1;2053.07;133;Partenaire;2053.07;133;Partenaire
ID_016755554661;37;F;Célibataire;;;1;0;4;8800;2;3877;4588.94;5;4000.00;916;Partenaire;1333.33;55;Mailing
ID_016758461938;54;M;Célibataire;Locataire;1226.67;1;0;3;5467;3;5348;112.00;5;1333.33;875;Partenaire;800.00;104;Partenaire
ID_016767001596;49;M;Célibataire;;;1;0;7;9240;6;5822;414.83;2;439.60;1208;Partenaire;1333.33;34;Mailing
ID_016776306206;35;F;Célibataire;Locataire;1600.00;1;0;3;6000;2;3217;400.74;1;933.33;662;Partenaire;2666.67;262;Agence
ID_016776453615;49;F;Célibataire;Locataire;1440.00;1;0;7;13523;2;2322;332.92;0;666.67;2765;Partenaire;856.40;143;Partenaire
ID_016783095432;51;M;Célibataire;Locataire;1573.33;1;0;3;2400;2;1475;39.00;5;666.67;2560;Partenaire;1333.33;179;Partenaire
ID_016784099456;48;F;Divorcé;Locataire;1426.67;1;0;5;6533;3;4209;1872.71;3;1066.67;859;Partenaire;800.00;109;Agence
ID_016791681705;42;M;Célibataire;Propriétaire;1400.00;1;0;4;5879;3;5106;104.53;5;812.00;7025;Partenaire;1066.67;83;Partenaire
ID_016819927915;34;M;Union libre;Locataire;2133.33;1;0;7;17333;1;2655;7312.03;5;933.33;4346;Partenaire;2400.00;88;Partenaire
ID_016821784057;36;F;Célibataire;Locataire;1333.33;1;0;9;16729;3;4384;3214.07;1;800.00;1851;Partenaire;2000.00;111;Partenaire
ID_016826969855;38;M;Célibataire;;;1;0;7;17733;3;6227;1512.04;2;2666.67;1785;Partenaire;1333.33;42;Mailing
ID_016829474318;41;M;Divorcé;Locataire;2266.67;1;0;4;4693;2;3817;212.82;3;400.00;1092;Partenaire;2666.67;264;Agence
