id_client;flag_credit;age;sexe;situation_familiale;statut_logement;revenu;flag_tel;flag_email;nb_credits_total;mt_credits_total;nb_credits_actuel;mt_credits_actuel;mt_echeances_actuel;duree_remboursement_actuel;mt_premier_credit;anc_premier_credit;canal_premier_credit;mt_dernier_credit;anc_dernier_credit;canal_dernier_credit
ID_022629235099;0;43;F;Marié;Locataire;1546.67;1;0;4;12667;1;5269;162.53;4;933.33;2678;Partenaire;5333.33;276;Agence
ID_022630255747;0;43;F;Célibataire;;;1;0;2;22313;1;2935;252.87;1;16979.60;2974;Partenaire;5333.33;656;Mailing
ID_022631303154;0;53;F;Célibataire;;;1;0;10;22000;2;4323;221.07;1;2133.33;6500;Partenaire;2666.67;266;Mailing
ID_022633252043;1;59;M;Célibataire;Locataire;2026.67;1;0;3;3934;1;1452;27.38;6;795.99;;Partenaire;1333.33;291;Partenaire
ID_022633315600;1;58;M;Célibataire;Locataire;3773.33;1;0;5;10581;1;586;80.00;0;400.00;6536;Partenaire;4608.00;2671;Partenaire
ID_022633905347;1;43;F;Célibataire;Locataire;1616.93;1;0;8;11733;1;5087;469.89;5;933.33;2660;Partenaire;5333.33;562;Agence
ID_022635945139;0;31;M;Marié;Locataire;2066.67;1;0;3;5753;2;3164;109.07;4;1885.87;1533;Partenaire;1866.67;234;Partenaire
ID_022639060822;0;41;M;Célibataire;Locataire;2253.33;1;0;5;15733;1;4317;519.57;2;3466.67;2056;Partenaire;5333.33;549;Agence
ID_022640525648;0;46;F;Célibataire;Locataire;1306.67;1;0;4;8400;1;3647;168.46;3;1600.00;1587;Partenaire;3333.33;69;Partenaire
ID_022644630941;0;46;M;Célibataire;;;1;0;3;4933;2;1507;191.33;2;2000.00;1679;Partenaire;800.00;283;Mailing
ID_022655297248;0;54;M;Divorcé;Locataire;1066.67;1;0;8;10400;4;4782;375.12;2;666.67;2117;Partenaire;1066.67;109;Partenaire
ID_022659223354;0;48;F;Union libre;Locataire;1800.00;1;0;1;5333;1;4453;209.73;2;5333.33;543;Agence;5333.33;543;Agence
ID_022660906587;0;45;F;Marié;;;1;0;4;12667;3;5356;215.97;3;5333.33;2002;Partenaire;4000.00;75;Mailing
ID_022662896375;0;43;M;Marié;Locataire;1066.67;1;0;2;3078;1;841;142.00;0;905.33;3386;Partenaire;2173.07;446;Partenaire
ID_022670813678;0;54;M;Marié;Locataire;1333.33;1;0;2;2133;1;2016;12.74;1;266.67;1239;Partenaire;1866.53;224;Partenaire
ID_022678041722;1;40;M;Célibataire;Locataire;1733.33;1;0;12;12360;4;2465;2264.96;4;746.67;;Partenaire;800.00;49;Partenaire
ID_022679044653;0;58;F;Divorcé;Locataire;1600.00;1;0;2;1333;1;289;57.55;0;800.00;846;Partenaire;533.33;503;Agence
ID_022681762953;0;58;F;Célibataire;;;1;0;3;4800;1;183;50.27;0;3733.33;3878;Partenaire;533.33;971;Mailing
ID_022682558333;0;55;F;Célibataire;;;1;0;1;5333;1;2641;155.33;1;5333.33;1279;Partenaire;5333.33;1279;Partenaire
ID_022682954859;0;45;F;Divorcé;Locataire;2266.67;1;0;9;11173;2;3492;70.44;6;1866.67;7340;Partenaire;666.67;20;Partenaire
ID_022684842716;0;30;M;Marié;Locataire;2133.33;1;0;2;6800;1;12;5505.60;0;5333.33;685;Partenaire;1466.67;394;Partenaire
ID_022685482489;0;41;F;Marié;Propriétaire;2133.33;1;0;4;4533;1;1421;67.87;2;1466.67;7073;Partenaire;1733.33;416;Partenaire
ID_022686395391;0;51;M;Célibataire;;;1;0;5;8933;3;2825;149.73;3;1333.33;3409;Partenaire;1333.33;661;Mailing
ID_022688546754;0;24;F;Célibataire;;;1;0;1;667;1;162;26.67;0;666.67;970;Partenaire;666.67;970;Partenaire
ID_022689283013;0;34;M;Célibataire;;;1;0;1;2880;1;686;72.00;0;2880.00;1855;Partenaire;2880.00;1855;Partenaire
ID_022696877222;0;52;M;Marié;Propriétaire;1133.33;1;0;9;13467;1;3302;280.40;2;1466.67;2726;Partenaire;4000.00;454;Agence
ID_022698166230;0;46;F;;;;1;0;1;2000;0;0;0.00;;2000.00;2511;Partenaire;2000.00;2511;Partenaire
ID_022700429407;1;56;M;Célibataire;Locataire;1200.00;1;0;7;6400;2;1840;695.27;5;666.67;6608;Partenaire;1333.33;111;Mailing
ID_022704745538;0;39;M;Marié;;;1;0;2;2667;1;345;107.33;0;533.33;4506;Partenaire;2133.20;710;Partenaire
ID_022709597247;0;41;F;Célibataire;;;1;0;4;4800;2;2838;192.93;2;666.67;887;Partenaire;1333.33;284;Mailing
ID_022713879352;0;45;F;Célibataire;;;1;0;4;8933;2;4862;77.33;5;666.67;7241;Partenaire;3333.33;75;Mailing
ID_022717113320;0;36;F;Célibataire;Locataire;1466.67;1;0;4;4286;3;3202;137.60;6;800.00;1019;Partenaire;1153.07;94;Partenaire
ID_022717116370;0;43;F;Marié;Locataire;1623.87;1;0;2;6933;1;5023;220.13;2;1600.00;1887;Partenaire;5333.33;507;Agence
ID_022717345643;0;44;M;Célibataire;;;1;0;3;4310;1;919;57.53;2;1733.33;3824;Partenaire;1243.33;656;Agence
ID_022721371927;0;29;F;Célibataire;Locataire;3000.00;1;1;1;1083;1;1130;0.00;1;1083.07;196;Partenaire;1083.07;196;Partenaire
ID_022722171135;0;37;F;Union libre;Locataire;1516.93;1;0;3;3467;3;3037;96.27;4;800.00;1070;Partenaire;1333.33;161;Agence
ID_022732384440;0;53;M;Célibataire;;;1;0;4;4933;1;497;34.40;1;1333.33;2615;Partenaire;933.33;1512;Partenaire
ID_022739867003;0;52;M;Célibataire;;;1;0;6;7333;2;2355;181.21;1;1333.33;2232;Partenaire;1333.33;61;Mailing
ID_022740369729;0;36;M;Célibataire;Locataire;2266.67;1;0;5;6933;1;1007;58.28;3;1866.67;4303;Partenaire;1333.33;1113;Agence
ID_022740497022;0;37;F;Marié;Propriétaire;2000.00;1;0;2;17733;1;3429;319.81;4;14400.00;2611;Partenaire;3333.33;259;Agence
ID_022748850802;0;46;F;;;;1;0;3;6409;1;1698;1708.25;2;1742.64;;Partenaire;2666.67;1319;Agence
ID_022749311969;0;40;M;Marié;Locataire;1360.00;1;0;3;7559;1;1476;1707.31;0;2159.07;560;Partenaire;2466.67;350;Partenaire
ID_022749650735;0;57;M;Célibataire;;;1;0;3;10133;1;2540;146.67;1;800.00;2452;Partenaire;5333.33;1763;Partenaire
ID_022755253664;1;58;F;Marié;Locataire;2000.00;1;0;8;6707;1;1382;688.93;1;400.00;7289;Partenaire;1333.33;159;Partenaire
ID_022756264334;1;44;M;Union libre;Locataire;2800.00;1;0;15;23933;1;3195;1802.04;5;2000.00;5072;Partenaire;2933.33;159;Agence
ID_022760651972;0;40;M;Célibataire;;;1;0;1;667;1;140;20.13;0;666.67;2151;Partenaire;666.67;2151;Partenaire
ID_022765292649;0;45;F;Marié;Locataire;1860.67;1;0;3;4355;1;2356;79.25;4;266.67;4132;Partenaire;2666.67;629;Mailing
ID_022765837786;1;37;F;Divorcé;Locataire;1573.33;1;0;7;9067;2;3881;165.87;5;933.33;3538;Partenaire;1066.67;32;Partenaire
ID_022770320051;0;25;F;Célibataire;Locataire;800.00;0;1;1;4533;1;4943;107.60;5;4533.33;110;Partenaire;4533.33;110;Partenaire
ID_022770600370;0;53;M;Marié;;;1;0;3;4267;1;1410;48.00;5;1600.00;1381;Partenaire;1333.33;53;Mailing
ID_022781353479;1;49;F;Célibataire;;;1;0;4;4608;1;316;92.71;0;1866.67;3974;Partenaire;1333.33;1019;Mailing
ID_022784802048;0;47;F;Célibataire;;;1;0;4;6799;1;586;153.13;0;2711.11;;Partenaire;1333.33;651;Mailing
ID_022787192742;0;40;M;Célibataire;Locataire;2266.67;1;0;3;5733;1;2043;189.33;0;666.67;5344;Partenaire;3733.33;574;Partenaire
ID_022795263390;1;56;M;Marié;;;1;0;1;1067;1;766;42.00;1;1066.67;518;Partenaire;1066.67;518;Partenaire
ID_022797750063;1;52;M;Marié;;;1;0;2;4267;0;0;0.00;;1600.00;4346;Partenaire;2666.67;3861;Partenaire
ID_022798985640;1;55;F;Célibataire;;;1;0;10;26800;2;5016;518.93;1;666.67;4094;Partenaire;1333.33;278;Mailing
ID_022801643449;0;28;M;Célibataire;;;1;0;1;933;1;564;26.67;2;933.33;1474;Agence;933.33;1474;Agence
ID_022801815669;0;34;M;Célibataire;;;1;0;2;1180;1;349;42.13;0;380.00;;Partenaire;800.00;680;Partenaire
ID_022811459567;0;50;F;Célibataire;;;1;0;6;8400;1;1113;89.33;1;400.00;4755;Partenaire;3466.67;1732;Partenaire
ID_022814703458;0;51;M;Marié;Locataire;1200.00;1;0;1;2133;1;1475;116.27;1;2133.33;372;Partenaire;2133.33;372;Partenaire
ID_022822366076;0;36;M;Célibataire;Locataire;1400.00;1;0;1;700;1;54;66.67;0;699.73;570;Partenaire;699.73;570;Partenaire
ID_022825983383;0;42;F;Célibataire;;;1;0;6;5067;3;2860;1649.43;4;666.67;1435;Partenaire;1333.33;280;Mailing
ID_022826603129;0;37;F;;;;1;0;1;1200;1;476;46.67;0;1200.00;1153;Partenaire;1200.00;1153;Partenaire
ID_022828952838;0;27;M;;;;1;0;1;933;1;359;36.93;0;933.33;867;Partenaire;933.33;867;Partenaire
ID_022833839796;0;40;F;Célibataire;Locataire;1333.33;1;0;6;8933;2;4028;200.27;3;800.00;2282;Partenaire;1066.67;809;Agence
ID_022837200515;0;44;M;Marié;;;1;0;3;15200;1;2440;353.31;0;4266.67;1554;Partenaire;6666.67;866;Agence
ID_022842710198;1;38;F;Marié;;;1;0;4;9741;3;5095;230.27;4;1066.67;7275;Partenaire;666.67;324;Partenaire
ID_022847497947;0;42;F;Célibataire;Locataire;1666.67;1;0;2;1884;1;1483;36.80;5;416.93;1698;Partenaire;1466.67;374;Partenaire
ID_022849851523;0;56;M;Célibataire;;;1;0;5;6733;1;887;99.47;1;466.67;6723;Partenaire;1333.33;651;Mailing
ID_022850351647;0;27;F;Célibataire;Locataire;1133.33;1;0;1;2667;1;274;266.67;0;2666.67;403;Partenaire;2666.67;403;Partenaire
ID_022858195339;0;35;M;Union libre;Propriétaire;1866.67;1;0;2;2173;1;867;114.27;3;1373.33;1087;Partenaire;799.87;198;Partenaire
ID_022858567637;0;39;M;Marié;Locataire;2333.33;1;0;2;3343;1;126;38.93;0;1199.87;1454;Partenaire;2143.20;3;Partenaire
ID_022867471359;0;49;F;Marié;;;1;0;2;2999;1;229;22.67;0;2199.33;1887;Partenaire;800.00;1553;Mailing
ID_022867925969;0;54;M;Célibataire;;;1;0;1;1799;1;178;74.00;0;1799.33;1182;Partenaire;1799.33;1182;Partenaire
ID_022872042623;0;42;F;Célibataire;;;1;0;9;16000;2;4981;1956.71;2;666.67;3747;Partenaire;3333.33;280;Mailing
ID_022875458796;0;36;M;Célibataire;Locataire;1666.67;1;0;3;7333;1;4537;349.78;2;1333.33;928;Partenaire;5333.33;366;Partenaire
ID_022879740908;0;34;M;;;;1;0;4;3418;2;903;65.70;4;851.57;;Partenaire;933.33;622;Partenaire
ID_022882585696;0;57;F;Célibataire;;;1;0;3;3333;1;1180;133.33;1;666.67;2100;Partenaire;1733.33;655;Mailing
ID_022883214608;0;54;F;Célibataire;;;1;0;8;11333;1;2626;633.73;0;533.33;5394;Partenaire;2666.67;283;Mailing
ID_022883824786;0;58;F;Célibataire;Locataire;1533.33;1;0;2;5467;1;3655;187.73;1;800.00;6006;Partenaire;4666.67;462;Partenaire
ID_022884086063;0;36;M;Célibataire;;;1;1;4;4013;2;1984;864.28;4;813.33;200;Partenaire;1333.33;6;Mailing
ID_022886889331;1;36;M;Marié;;;1;0;2;4094;1;1265;89.36;5;2760.53;2559;Partenaire;1333.33;731;Partenaire
ID_022892419487;0;45;F;Célibataire;Locataire;1760.00;1;0;6;6533;2;1793;184.52;4;533.33;4160;Partenaire;1333.33;372;Agence
ID_022895131107;0;54;F;Célibataire;Locataire;1280.00;1;0;3;2347;1;520;52.27;0;266.67;6226;Partenaire;879.87;502;Partenaire
ID_022899333918;0;47;F;Marié;Locataire;1866.67;1;0;1;2426;1;2032;71.20;2;2426.40;421;Partenaire;2426.40;421;Partenaire
ID_022901245231;1;45;F;Divorcé;Propriétaire;3000.00;1;0;3;10098;1;46;6044.02;0;4000.00;1439;Partenaire;764.93;345;Partenaire
ID_022911627277;0;35;M;Célibataire;Locataire;2266.67;1;0;1;1333;1;800;68.93;1;1333.33;570;Partenaire;1333.33;570;Partenaire
ID_022912334634;0;42;M;Célibataire;;;1;0;13;17600;1;2912;98.53;3;1200.00;7287;Partenaire;4000.00;1227;Agence
ID_022912521477;1;51;M;Célibataire;;;1;0;7;8000;2;2333;176.90;2;1066.67;2873;Partenaire;1333.33;98;Mailing
ID_022927210797;0;32;M;Célibataire;;;1;0;2;1867;2;1515;56.53;3;533.33;1320;Partenaire;1333.33;573;Agence
ID_022928506978;0;42;F;Célibataire;;;1;0;9;15733;4;3861;328.93;2;1333.33;4494;Partenaire;1333.33;75;Mailing
ID_022928934677;0;50;F;Célibataire;;;1;0;1;5333;1;4713;146.67;3;5333.33;612;Partenaire;5333.33;612;Partenaire
ID_022929068345;0;57;M;;;;1;0;2;3925;1;127;122.87;0;2592.00;2677;Partenaire;1333.33;810;Agence
ID_022930570247;0;45;M;Marié;Propriétaire;2666.67;1;0;9;22267;1;4399;292.93;1;800.00;4729;Partenaire;5333.33;296;Partenaire
ID_022937135757;0;34;M;Célibataire;;;1;0;5;6586;1;979;124.37;1;266.67;4800;Partenaire;2053.07;1161;Partenaire
ID_022937885218;0;35;M;Union libre;Propriétaire;1866.67;1;0;2;1067;1;202;31.73;0;266.67;4981;Partenaire;800.00;1463;Partenaire
ID_022938373838;0;56;M;Célibataire;Locataire;1946.67;1;0;7;7998;1;2848;501.73;1;666.67;3915;Partenaire;2666.67;119;Partenaire
ID_022938904122;0;33;M;Marié;Propriétaire;2733.33;1;0;4;9733;1;6104;328.27;0;666.67;1277;Partenaire;5333.33;171;Partenaire
ID_022948372468;0;56;F;Célibataire;;;1;0;5;6649;1;1210;1760.48;1;382.67;6226;Partenaire;2000.00;637;Partenaire
ID_022952864497;1;42;M;Célibataire;;;0;1;1;667;1;675;38.53;1;666.67;180;Agence;666.67;180;Agence
ID_022953735627;0;45;M;Union libre;Locataire;1200.00;1;0;1;2373;1;2627;64.80;0;2372.93;336;Partenaire;2372.93;336;Partenaire
ID_022954084400;0;20;F;Célibataire;;;1;0;1;1067;1;715;42.53;1;1066.67;602;Partenaire;1066.67;602;Partenaire
ID_022959286285;0;49;M;Célibataire;;;1;0;11;17600;4;4719;261.49;5;266.67;6341;Partenaire;1333.33;87;Mailing
ID_022960144311;1;36;F;Marié;Propriétaire;666.67;1;0;2;21589;1;3211;549.28;1;16255.35;3290;Partenaire;5333.33;590;Mailing
ID_022961949179;0;28;M;Célibataire;;2133.33;0;0;1;533;1;518;105.47;0;533.20;110;Partenaire;533.20;110;Partenaire
ID_022965605214;1;40;M;Célibataire;Propriétaire;1746.67;1;0;3;4080;1;2543;127.63;4;347.04;;Partenaire;2666.67;531;Agence
ID_022971505264;0;39;M;Célibataire;Propriétaire;4000.00;1;0;3;6933;1;2819;3373.95;3;1600.00;1077;Partenaire;2666.67;181;Agence
ID_022982625752;0;31;M;Célibataire;Propriétaire;2133.33;1;0;2;4000;1;3373;379.85;3;666.67;1143;Partenaire;3333.33;55;Partenaire
ID_022983582608;0;42;M;Célibataire;Locataire;1800.00;1;0;2;2467;1;1356;105.32;1;733.33;1356;Partenaire;1733.33;469;Partenaire
ID_022984206165;0;41;F;Célibataire;;;1;0;2;1400;1;561;28.27;2;600.00;3110;Partenaire;800.00;639;Partenaire
ID_022987643964;1;41;M;Marié;Locataire;2333.33;1;0;7;11467;1;312;14.23;0;2000.00;3229;Partenaire;266.67;76;Partenaire
ID_022991866204;0;28;M;Célibataire;Locataire;1666.67;1;0;3;3057;1;975;47.42;2;1066.67;3112;Partenaire;1190.27;504;Partenaire
ID_022992180907;0;40;M;Célibataire;;;1;0;6;4267;1;593;42.40;2;666.67;4115;Partenaire;933.33;1676;Agence
ID_022994735550;0;41;F;Célibataire;Locataire;26666.67;0;1;1;667;1;707;0.00;1;666.67;55;Partenaire;666.67;55;Partenaire
ID_023001103094;0;50;M;Célibataire;;;1;0;4;6267;3;2829;118.93;3;2133.33;3619;Partenaire;1333.33;644;Mailing
ID_023002706339;0;30;F;Marié;;;1;0;2;4044;1;184;197.39;0;898.40;1313;Partenaire;3145.73;777;Partenaire
ID_023005410200;1;48;M;Célibataire;;;1;0;7;15898;2;6499;361.17;4;1094.00;;Partenaire;1333.33;101;Mailing
ID_023010346539;1;52;F;Célibataire;Locataire;133.33;0;0;3;2600;2;1755;17.07;5;599.73;;Partenaire;1333.33;35;Agence
ID_023011081352;0;21;F;Célibataire;;933.33;0;1;1;2133;1;2279;115.60;1;2133.33;118;Partenaire;2133.33;118;Partenaire
ID_023017445890;1;54;M;Célibataire;;;1;0;9;11333;1;4973;2210.00;5;666.67;6759;Partenaire;5333.33;328;Mailing
ID_023019511246;0;38;F;Célibataire;Locataire;1400.00;1;0;5;7835;3;4462;2642.54;5;1333.33;1453;Agence;2266.67;566;Partenaire
ID_023022361719;0;39;F;Célibataire;;;1;0;5;3841;3;2191;88.13;5;641.47;5257;Partenaire;1333.33;468;Mailing
ID_023025034380;0;24;F;Célibataire;Locataire;906.67;0;0;1;970;1;81;92.80;0;970.13;570;Partenaire;970.13;570;Partenaire
ID_023025790165;0;58;M;Célibataire;;;1;0;2;2133;1;660;53.33;1;800.00;5572;Partenaire;1333.33;942;Partenaire
ID_023028610816;0;46;M;Marié;Locataire;1493.33;1;0;3;2303;1;200;304.67;1;1476.67;972;Partenaire;400.00;264;Partenaire
ID_023033360808;0;42;M;Marié;Propriétaire;5333.33;1;0;2;4800;1;2144;162.53;1;1600.00;7354;Partenaire;3200.00;493;Partenaire
ID_023047219043;0;40;M;;;;1;0;4;10466;1;1904;238.37;1;466.00;3090;Partenaire;4666.67;1402;Agence
ID_023053502018;1;30;M;Célibataire;;;1;0;4;4667;1;882;145.67;1;1733.33;4499;Partenaire;1333.33;438;Mailing
ID_023058332828;0;45;M;Marié;Propriétaire;2083.87;1;0;4;3573;2;778;129.20;2;400.00;6880;Partenaire;1000.00;514;Partenaire
ID_023059396730;1;38;F;Célibataire;Locataire;1866.67;1;0;3;3067;1;86;1526.45;0;666.67;1088;Partenaire;1066.67;11;Partenaire
ID_023060268714;0;51;M;Célibataire;Locataire;933.33;1;0;5;3467;1;423;214.44;1;666.67;2516;Partenaire;533.33;450;Partenaire
ID_023060384695;0;56;M;Marié;;;1;0;3;5733;2;1912;120.13;2;2666.67;2273;Partenaire;1333.33;447;Mailing
ID_023061845374;0;44;M;Divorcé;Locataire;1466.67;0;0;1;5333;1;4511;195.60;2;5333.33;432;Partenaire;5333.33;432;Partenaire
ID_023061991258;0;42;F;Marié;Locataire;1600.00;1;0;2;1620;1;1221;0.00;1;500.13;2057;Partenaire;1119.73;322;Partenaire
ID_023079125929;1;48;F;Célibataire;Locataire;1280.00;1;0;7;8400;3;3499;244.11;3;666.67;1715;Partenaire;1333.33;185;Agence
ID_023082091474;1;59;F;Célibataire;Locataire;2133.33;1;0;7;6000;4;2321;204.22;2;1066.67;5035;Partenaire;666.67;89;Agence
ID_023085029140;0;46;M;Marié;;;1;0;3;14961;1;1030;1792.00;2;11306.53;;Partenaire;1921.30;1256;Agence
ID_023086960261;1;44;F;Célibataire;;;0;0;7;10694;5;5518;316.58;5;2693.85;2415;Partenaire;1333.33;109;Mailing
ID_023090018452;1;50;M;Célibataire;Locataire;2000.00;1;0;4;6800;3;3921;356.11;1;1200.00;694;Partenaire;933.33;110;Agence
ID_023094719997;1;52;M;Célibataire;Locataire;1680.00;1;0;9;14000;3;5535;5533.11;5;266.67;4463;Partenaire;266.67;137;Partenaire
ID_023101955343;0;39;M;Célibataire;;;1;0;6;6533;2;1845;118.70;3;666.67;2919;Partenaire;1333.33;460;Mailing
ID_023105097882;0;57;M;Célibataire;;;1;0;3;6080;1;1462;134.37;4;3600.00;2496;Partenaire;1546.67;634;Partenaire
ID_023106754027;0;46;M;Célibataire;;;1;0;5;16000;1;2529;1630.32;2;666.67;3414;Partenaire;4000.00;713;Mailing
ID_023108723137;0;25;M;Célibataire;Locataire;1466.67;1;0;1;4000;1;2257;216.80;0;4000.00;462;Partenaire;4000.00;462;Partenaire
ID_023111716511;0;54;M;Marié;;;1;0;8;14133;1;1513;118.80;1;933.33;6093;Partenaire;4533.33;1781;Partenaire
ID_023113518800;0;52;M;Marié;;;1;0;4;6808;2;2514;267.81;1;393.07;1775;Partenaire;1466.67;464;Partenaire
ID_023114571735;0;52;M;Célibataire;;;1;0;4;5733;2;2079;224.76;0;1066.67;3698;Partenaire;2000.00;271;Mailing
ID_023117830136;0;48;F;Célibataire;Locataire;1550.13;1;0;4;8933;2;4986;174.54;5;1733.33;1776;Partenaire;1333.33;255;Agence
ID_023120409204;0;24;F;Célibataire;;;1;0;1;1400;1;177;44.27;0;1400.00;2002;Partenaire;1400.00;2002;Partenaire
ID_023129315550;1;58;M;Marié;Locataire;1333.33;1;0;2;3133;2;2719;80.27;4;1800.00;804;Mailing;1333.33;460;Mailing
ID_023130706071;0;44;M;Célibataire;;;1;0;4;3200;1;42;35.20;0;666.67;6079;Partenaire;666.27;774;Partenaire
ID_023135381830;0;36;F;Célibataire;Locataire;1396.53;1;0;4;7333;1;4550;1525.56;5;2000.00;1167;Partenaire;4000.00;157;Mailing
ID_023138341259;0;40;F;Marié;Propriétaire;2533.33;1;0;1;533;1;371;29.33;1;533.33;387;Partenaire;533.33;387;Partenaire
ID_023153184601;0;36;M;Marié;Locataire;1096.93;1;0;2;6180;1;5538;373.73;2;846.40;602;Partenaire;5333.33;188;Agence
ID_023153956421;0;43;F;Célibataire;;;1;0;4;12533;1;3540;143.00;2;3200.00;2464;Partenaire;5333.33;804;Mailing
ID_023156805539;0;34;M;Célibataire;Locataire;1800.00;1;0;4;5200;1;778;2456.73;1;666.67;1550;Partenaire;933.33;316;Partenaire
ID_023156863136;1;51;F;Célibataire;Locataire;1328.40;1;0;5;14000;1;5139;270.40;4;2666.67;7170;Partenaire;5333.33;546;Agence
ID_023158248388;0;41;M;Marié;Locataire;1200.00;1;0;1;2667;1;2461;66.53;4;2666.67;513;Partenaire;2666.67;513;Partenaire
ID_023163260909;0;47;M;Célibataire;;;1;0;4;9067;1;933;140.09;0;933.33;6363;Partenaire;2666.67;888;Mailing
ID_023173149997;1;57;F;Célibataire;;;1;0;7;12800;3;4466;2004.89;2;2000.00;1502;Agence;1333.33;105;Mailing
ID_023173296884;1;53;M;Célibataire;;;1;0;3;6000;2;4086;176.59;3;1333.33;2254;Partenaire;1333.33;259;Mailing
ID_023183395890;0;55;F;Célibataire;;;1;0;4;6747;1;1746;81.07;2;1813.33;4703;Partenaire;3333.33;1174;Mailing
ID_023188451117;0;58;M;Célibataire;;;1;0;5;5467;1;1973;1567.28;3;800.00;2331;Partenaire;2400.00;1028;Mailing
ID_023190623455;1;51;F;Célibataire;;;1;0;15;11627;1;310;190.26;0;533.33;7311;Partenaire;666.67;525;Partenaire
ID_023191183082;0;42;M;Célibataire;Locataire;2133.33;1;0;6;8029;4;2450;2297.64;4;562.13;1797;Partenaire;666.67;755;Agence
ID_023191426381;1;53;F;Marié;Propriétaire;1400.00;1;0;1;5333;1;5704;130.00;5;5333.33;166;Agence;5333.33;166;Agence
ID_023197542172;1;50;M;Célibataire;Locataire;1466.67;1;0;2;2000;1;856;36.88;2;1333.33;1742;Agence;666.67;1326;Agence
ID_023203637828;0;52;M;Marié;Propriétaire;2800.00;1;0;1;5333;1;5373;0.00;6;5333.33;98;Partenaire;5333.33;98;Partenaire
ID_023203672756;0;45;M;Célibataire;Locataire;2133.33;1;0;2;2267;1;1307;40.00;3;800.00;7345;Partenaire;1466.67;565;Partenaire
ID_023205972455;1;30;F;Célibataire;;;1;0;5;7467;2;3833;124.20;4;533.33;4050;Partenaire;1333.33;284;Mailing
ID_023213162178;0;55;F;Marié;Locataire;3333.33;1;0;5;4075;1;234;20.13;1;666.67;5631;Partenaire;741.73;1600;Partenaire
ID_023214694586;0;57;M;Célibataire;;;1;0;3;5733;1;1415;92.00;1;2000.00;6688;Partenaire;2666.67;1148;Partenaire
ID_023218999012;0;45;M;Union libre;Propriétaire;1866.67;1;0;1;1600;1;1346;46.00;3;1600.00;479;Partenaire;1600.00;479;Partenaire
ID_023227170454;1;39;F;Célibataire;Locataire;1733.33;1;0;2;2052;2;1709;72.80;1;719.07;394;Partenaire;1333.33;375;Partenaire
ID_023230100781;0;37;M;Célibataire;;;1;0;1;4000;1;872;95.33;0;4000.00;1893;Partenaire;4000.00;1893;Partenaire
ID_023235400180;0;54;M;Célibataire;;;1;0;16;18400;3;3474;821.70;1;666.67;2953;Partenaire;1333.33;104;Mailing
ID_023238962974;0;44;F;Marié;Propriétaire;1983.20;1;0;1;600;1;634;73.60;1;599.87;161;Partenaire;599.87;161;Partenaire
ID_023243799835;0;44;M;Célibataire;;;1;0;1;866;1;175;26.93;0;866.00;1641;Partenaire;866.00;1641;Partenaire
ID_023245980125;0;43;M;Célibataire;;;1;0;7;24000;3;6056;336.00;3;4000.00;4399;Partenaire;1333.33;98;Mailing
ID_023251044826;0;51;M;Célibataire;Locataire;2200.00;1;0;3;10267;1;2982;210.29;1;4000.00;2224;Partenaire;4000.00;441;Partenaire
ID_023255249236;0;44;F;;;;1;0;2;2133;1;93;43.87;0;1333.33;4457;Partenaire;799.87;747;Partenaire
ID_023260291386;0;27;F;Célibataire;Locataire;1422.27;1;0;3;4546;1;2174;149.20;3;933.07;950;Partenaire;2280.00;335;Agence
ID_023263098918;0;57;F;Divorcé;Locataire;2053.33;1;0;3;7000;1;5251;1096.54;4;333.33;6932;Partenaire;5333.33;299;Agence
ID_023263747416;0;29;M;Union libre;Propriétaire;1633.33;1;0;1;1333;1;703;133.33;0;1333.33;352;Partenaire;1333.33;352;Partenaire
ID_023265195455;0;28;F;Célibataire;;;1;0;6;8800;3;5500;1473.46;2;1066.67;861;Partenaire;1333.33;3;Mailing
ID_023265848987;1;38;M;Célibataire;Locataire;1826.67;1;1;1;1600;1;1704;86.80;1;1600.00;112;Agence;1600.00;112;Agence
ID_023266816304;1;54;M;Célibataire;Locataire;1324.53;1;0;12;14049;2;2892;79.09;2;1066.67;4473;Partenaire;1333.33;77;Partenaire
ID_023273296308;0;29;F;Célibataire;;;1;0;3;4267;1;1195;73.47;1;666.67;1621;Partenaire;2266.67;1002;Agence
ID_023291812002;0;36;F;Célibataire;;;1;0;4;2933;1;390;182.80;0;666.67;2191;Partenaire;1133.33;588;Partenaire
ID_023292739010;0;50;M;Célibataire;;;1;0;7;8400;1;2347;178.40;3;400.00;5687;Partenaire;2933.33;859;Mailing
ID_023292827516;1;59;F;Célibataire;Locataire;1466.67;1;0;8;7599;5;4783;156.55;5;666.67;3272;Partenaire;933.33;340;Agence
ID_023295143587;0;42;F;Marié;Propriétaire;2133.33;1;0;2;12828;1;662;2453.24;0;11721.68;2392;Partenaire;1106.67;385;Partenaire
ID_023296391359;1;34;M;Célibataire;Propriétaire;3823.07;1;0;5;8446;1;4034;4466.60;5;2000.00;1091;Partenaire;3600.00;112;Partenaire
ID_023297820988;1;32;M;Célibataire;Locataire;2333.33;1;0;3;5200;1;4429;649.98;5;400.00;1948;Partenaire;4000.00;90;Partenaire
ID_023307118973;0;40;M;Union libre;Propriétaire;2306.67;1;0;3;6200;1;1152;2131.55;2;2133.33;4284;Partenaire;1066.67;40;Partenaire
